Streznik tece na http://192.168.2.9 oz http://193.77.211.143
2017-04-26T02:20:23.846Z Incoming Request from: 185.103.99.60 for href: /
2017-04-26T02:39:27.331Z Incoming Request from: 139.162.119.197 for href: /
2017-04-26T02:52:37.755Z Incoming Request from: 51.15.40.233 for href: /
2017-04-26T04:09:26.280Z Incoming Request from: 187.170.219.40 for href: /
2017-04-26T04:15:39.918Z Incoming Request from: 89.142.55.18 for href: /graf
2017-04-26T04:15:40.551Z Incoming Request from: 89.142.55.18 for href: /chart.js
2017-04-26T04:15:40.823Z Incoming Request from: 89.142.55.18 for href: /chart&d&nocache=993744.824742976
2017-04-26T04:23:00.923Z Incoming Request from: 185.2.83.33 for href: /
Streznik tece na http://192.168.2.9 oz http://193.77.211.143
2017-04-26T04:41:34.968Z Incoming Request from: 91.197.234.102 for href: /
2017-04-26T04:50:10.603Z Incoming Request from: 66.249.93.154 for href: /
2017-04-26T04:50:10.819Z Incoming Request from: 66.249.93.155 for href: /canvas3d.js
2017-04-26T04:50:10.967Z Incoming Request from: 66.249.93.156 for href: /spremeni.js
2017-04-26T04:50:11.919Z Incoming Request from: 66.249.93.155 for href: /ajaxtle&nocache=911688.2489328177
2017-04-26T04:50:14.925Z Incoming Request from: 66.249.93.155 for href: /ajaxtle&nocache=716936.6538448858
2017-04-26T04:50:17.944Z Incoming Request from: 66.249.93.156 for href: /ajaxtle&nocache=334507.75143548375
2017-04-26T04:50:20.932Z Incoming Request from: 66.249.93.154 for href: /ajaxtle&nocache=550365.2159545689
2017-04-26T04:50:23.966Z Incoming Request from: 66.249.93.156 for href: /ajaxtle&nocache=537534.5732455094
2017-04-26T04:50:26.955Z Incoming Request from: 66.249.93.154 for href: /ajaxtle&nocache=761692.4265060283
2017-04-26T04:50:28.125Z Incoming Request from: 66.249.93.156 for href: /graf
2017-04-26T04:50:28.332Z Incoming Request from: 66.249.93.154 for href: /chart.js
2017-04-26T04:50:28.772Z Incoming Request from: 66.249.93.155 for href: /chart&d&nocache=120134.2061973727
2017-04-26T04:50:45.223Z Incoming Request from: 66.249.93.156 for href: /chart&t&nocache=530577.4789706419
2017-04-26T04:50:50.063Z Incoming Request from: 66.249.93.154 for href: /chart&m&nocache=707721.9084426756
2017-04-26T05:53:26.603Z Incoming Request from: 66.249.93.156 for href: /
2017-04-26T05:53:26.969Z Incoming Request from: 66.249.93.154 for href: /canvas3d.js
2017-04-26T05:53:26.983Z Incoming Request from: 66.249.93.155 for href: /spremeni.js
2017-04-26T05:53:27.193Z Incoming Request from: 66.249.93.156 for href: /ajaxtle&nocache=228042.0224819215
2017-04-26T05:53:30.226Z Incoming Request from: 66.249.93.155 for href: /ajaxtle&nocache=659468.4069972194
2017-04-26T05:53:33.236Z Incoming Request from: 66.249.93.156 for href: /ajaxtle&nocache=923491.1809627772
2017-04-26T05:53:36.232Z Incoming Request from: 66.249.93.155 for href: /ajaxtle&nocache=744744.3638602404
2017-04-26T05:53:39.247Z Incoming Request from: 66.249.93.155 for href: /ajaxtle&nocache=251120.8706111794
2017-04-26T05:53:42.219Z Incoming Request from: 66.249.93.155 for href: /ajaxtle&nocache=730645.9276621102
2017-04-26T05:53:45.226Z Incoming Request from: 66.249.93.155 for href: /ajaxtle&nocache=935830.8867252596
2017-04-26T05:53:48.244Z Incoming Request from: 66.249.93.154 for href: /ajaxtle&nocache=625171.610644477
2017-04-26T05:53:48.607Z Incoming Request from: 66.249.93.155 for href: /graf
2017-04-26T05:53:48.785Z Incoming Request from: 66.249.93.155 for href: /chart.js
2017-04-26T05:53:49.386Z Incoming Request from: 66.249.93.154 for href: /chart&d&nocache=513143.27512276225
2017-04-26T05:54:07.363Z Incoming Request from: 66.249.93.154 for href: /chart&t&nocache=250073.33648786822
2017-04-26T05:54:10.280Z Incoming Request from: 66.249.93.155 for href: /chart&m&nocache=957989.0125865996
2017-04-26T05:54:15.919Z Incoming Request from: 66.249.93.154 for href: /chart&d&nocache=178947.05115882025
2017-04-26T06:23:16.467Z Incoming Request from: 175.123.98.240 for href: /manager/html
pošiljam 404 Error: ENOENT, open '/root/manager'
2017-04-26T06:44:08.979Z Incoming Request from: 83.169.199.194 for href: /
2017-04-26T08:05:49.391Z Incoming Request from: 84.41.39.36 for href: /
2017-04-26T08:24:00.627Z Incoming Request from: 191.96.249.97 for href: /phpmyadmin/scripts/setup.php
pošiljam 404 Error: ENOENT, open '/root/phpmyadmin'
2017-04-26T08:32:00.632Z Incoming Request from: 212.44.99.31 for href: /
Streznik tece na http://192.168.2.9 oz http://193.77.211.143
2017-04-26T10:57:46.307Z Incoming Request from: 88.149.165.194 for href: /
2017-04-26T11:56:23.651Z Incoming Request from: 168.195.68.167 for href: /
2017-04-26T12:18:18.043Z Incoming Request from: 192.168.2.1 for href: /canvas3d.js
2017-04-26T12:18:18.054Z Incoming Request from: 192.168.2.1 for href: /spremeni.js
2017-04-26T12:18:18.140Z Incoming Request from: 192.168.2.1 for href: /ajaxtle&nocache=847466.8855706381
2017-04-26T12:18:20.612Z Incoming Request from: 192.168.2.1 for href: /
2017-04-26T12:18:20.662Z Incoming Request from: 192.168.2.1 for href: /canvas3d.js
2017-04-26T12:18:20.671Z Incoming Request from: 192.168.2.1 for href: /spremeni.js
2017-04-26T12:18:20.841Z Incoming Request from: 192.168.2.1 for href: /ajaxtle&nocache=205096.7229977838
2017-04-26T12:18:23.849Z Incoming Request from: 192.168.2.1 for href: /ajaxtle&nocache=96853.55561172904
2017-04-26T12:18:26.191Z Incoming Request from: 192.168.2.1 for href: /
2017-04-26T12:18:26.241Z Incoming Request from: 192.168.2.1 for href: /canvas3d.js
2017-04-26T12:18:26.249Z Incoming Request from: 192.168.2.1 for href: /spremeni.js
2017-04-26T12:18:26.283Z Incoming Request from: 192.168.2.1 for href: /ajaxtle&nocache=423628.25356510427
2017-04-26T12:18:29.304Z Incoming Request from: 192.168.2.1 for href: /ajaxtle&nocache=768481.4954440758
2017-04-26T12:18:32.298Z Incoming Request from: 192.168.2.1 for href: /ajaxtle&nocache=417300.4162467954
2017-04-26T12:18:35.296Z Incoming Request from: 192.168.2.1 for href: /ajaxtle&nocache=493918.5276525189
2017-04-26T12:18:38.399Z Incoming Request from: 192.168.2.1 for href: /ajaxtle&nocache=645055.7652941104
2017-04-26T12:18:56.830Z Incoming Request from: 192.168.2.1 for href: /ajaxtle&nocache=693375.460660318
2017-04-26T12:38:10.102Z Incoming Request from: 66.249.93.156 for href: /graf
2017-04-26T12:38:10.401Z Incoming Request from: 66.249.93.155 for href: /chart.js
2017-04-26T12:38:11.045Z Incoming Request from: 66.249.93.155 for href: /chart&d&nocache=678058.7610227355
2017-04-26T12:38:17.213Z Incoming Request from: 66.249.93.156 for href: /chart&t&nocache=646986.2206707792
2017-04-26T12:38:21.509Z Incoming Request from: 66.249.93.154 for href: /chart&m&nocache=784760.4696299022
2017-04-26T12:38:39.180Z Incoming Request from: 66.249.93.156 for href: /chart&d&nocache=652891.3374080963
2017-04-26T12:54:16.052Z Incoming Request from: 193.77.192.138 for href: /chart&t&nocache=577439.0661713827
2017-04-26T12:54:20.068Z Incoming Request from: 193.77.192.138 for href: /chart&d&nocache=578313.8162491965
